X,Y
0,29.3167
1,29.0750
2,28.9250
3,29.0917
4,28.8667
5,29.2417
6,29.0083
7,28.5250
8,28.2833
9,28.0833
10,28.2333
11,28.3583
12,28.5250
13,28.6417
14,28.7417
15,28.5750
16,28.2917
17,28.6417
18,28.6750
19,28.3167
20,28.6250
21,28.4833
22,28.1833
23,28.3667
24,28.2417
25,27.9500
26,28.6417
27,28.6667
28,28.1833
29,28.2417
30,28.1500
31,28.4250
32,28.7250
33,28.7083
34,28.1417
35,27.9667
36,28.1500
37,28.0333
38,28.2333
39,28.2583
40,27.8583
41,27.4000
42,27.9083
43,28.7750
44,28.5500
45,28.2250
46,28.3000
47,28.4750
48,28.1750
49,27.8500
50,27.6250
51,27.4583
52,27.4417
53,27.5667
54,27.8667
55,27.8833
56,27.6833
57,27.8417
58,27.6417
59,27.3500
60,27.4750
61,27.6750
62,27.8333
63,27.4250
64,27.4333
65,27.9417
66,28.4250
67,28.3333
68,28.1000
69,28.1583
70,28.0083
71,28.0417
72,28.2417
73,28.1250
74,28.0333
75,27.8083
76,27.4500
77,27.3500
78,27.0167
79,26.7333
80,27.2750
81,27.8500
82,27.7500
83,27.4750
84,27.0833
85,27.4500
86,28.2000
87,27.9583
88,27.6000
89,27.6417
90,27.7167
91,27.6167
92,28.1333
93,28.0583
94,27.2417
95,27.4167
96,27.6083
97,27.1583
98,27.1833
99,27.0500
100,26.8250
101,27.3000
102,27.0417
103,26.9500
104,26.6833
105,26.2500
106,26.5167
107,26.8167
108,27.1750
109,27.0250
110,26.4667
111,26.5167
112,27.2500
113,27.4667
114,27.4333
115,27.3750
116,26.9667
117,27.0500
118,27.3250
119,27.2583
120,27.6500
121,27.4667
122,27.3167
123,27.5583
124,27.2083
125,26.8833
126,26.5917
127,26.6667
128,26.5917
129,26.4000
130,26.5917
131,26.4083
132,26.1917
133,26.3500
134,25.9750
135,25.7750
136,26.2583
137,26.5750
138,26.9333
139,26.7500
140,26.2917
141,26.3417
142,26.5167
143,26.4083
144,26.8833
145,26.9917
146,27.3667
147,27.4250
148,27.1000
149,27.1583
150,26.9250
151,26.9000
152,26.9417
153,27.0000
154,26.3750
155,26.0917
156,26.3417
157,26.3667
158,26.1667
159,25.7917
160,25.4917
161,25.5250
162,25.9750
163,25.8583
164,25.9083
165,26.1333
166,26.0083
167,26.2083
168,27.1333
169,27.3583
170,27.1167
171,26.8583
172,26.8917
173,27.4583
174,27.4750
175,27.3750
176,27.9417
177,27.7333
178,27.2000
179,27.4250
180,27.1833
181,26.7000
182,26.7833
183,26.6000
184,26.6333
185,26.8667
186,26.5500
187,26.4667
188,26.1417
189,25.6917
190,26.0583
191,26.1250
192,25.6333
193,25.5500
194,26.1333
195,26.3750
196,26.4250
197,26.4917
198,27.7333
199,28.1083
200,26.7667
201,26.1333
202,26.3583
203,26.6833
204,27.0833
205,27.4750
206,28.0083
207,28.2583
208,28.9083
209,28.8333
210,28.7250
211,28.8250
212,28.9833
213,29.0000
214,29.2583
215,29.5917
216,30.8583
217,31.1167
218,31.4667
219,31.9500
220,32.5250
221,32.4583
222,33.3750
223,34.1250
224,35.1833
225,35.3583
226,34.8833
227,34.2917
228,34.1667
229,34.3000
230,34.1917
231,34.0667
232,34.1083
233,34.4333
234,35.5000
235,36.1083
